April 2019,KFTR UniMás 46,Spanish,,California,Los Angeles,5999 Center Dr,,,,,TV,,,,Univision Communications,,,,,,,,
April 2019,KBTF UniMás 31,Spanish,,California,Bakersfield,5801 Truxtun Ave.,,,,,TV,,,,Univision Communications,,,,,,,,
April 2019,El Popular,Spanish,http://www.elpopularnews.com/,California,Bakersfield,404 Truxtun Ave.,https://www.facebook.com/elpopularnews/,https://twitter.com/ElPopularNews,https://www.instagram.com/elpopularnews/?hl=en,,Newspaper,,,,"Raul Camacho, Sr. ",,,,,,,,
April 2019,La Prensa Hispana,Spanish,http://laprensahispananewspaper.com/,California,Indio,45102 Smurr St.,,,,,Web,,,,Ana Vasquez & Al Vasquez,,,,,,,,
April 2019,Excélsior,Spanish,https://www.excelsiorcalifornia.com/,California,Monrovia,"605 E. Huntington Dr., Suite 100",https://www.facebook.com/ExcelsiorCalifornia,https://twitter.com/ExcelsiorSC,,,Newspaper,"News, Arts and Culture, Entertainment, Sports, Commentary",Weekly,Local affiliate or subsidiary of a national corporation,Southern California Media Group,1992,,,,"150,000","50,000+",Advertising,11-20
April 2019,La Prensa,Spanish,https://www.excelsiorcalifornia.com/,California,Riverside,"1825 Chicago Ave., Suite 100",https://www.facebook.com/ExcelsiorCalifornia,https://twitter.com/ExcelsiorSC,,,Newspaper,,,,Southern California Media Group,,,,,,,,
April 2019,LatinxAmerica's Podcast,Spanish/English,http://latinxamerica.libsyn.com/,California,Palo Alto,,https://www.facebook.com/pages/category/Podcast/LatinxAmerica-Podcast-186523542042100/,https://twitter.com/@AmericaLatinx,,,Podcast,,,,,2018,,,,,,,1-5
April 2019,Afrosaya,Spanish,https://afrosaya.podbean.com/,California,,,https://www.facebook.com/afrosaya,https://twitter.com/afrosaya,https://www.instagram.com/afrosaya/,,Podcast,,,,,,,,,,,,
April 2019,Primer Toque,English,https://anchor.fm/primertoque,California,Thousand Palms,31189 Robert Rd,https://www.facebook.com/pg/PrimerToquePodcast/posts/,https://twitter.com/primertoque_,https://www.instagram.com/primertoque_podcast/?hl=en,,Podcast,Sports,Bi-weekly,Local independent media,,2018,,,400,50,, Donations/Grants ,1-5
April 2019,Latino California,Spanish,http://latinocalifornia.com/home/,California,Downey,"9901 Paramount Blvd., Suite 200",https://www.facebook.com/latinocal/,https://twitter.com/latinocal,https://www.youtube.com/user/LATINOCALTV,,Newspaper,,Undefined,Local independent media,,2010,,,,300,,,1-5
April 2019,The San Fernando Valley Sun/El Sol Newspapers,Spanish,http://www.sanfernandosun.com/el_sol/,California,San Fernando,601 S. Brand Blvd. Suite 202,https://www.facebook.com/SFVSunElSol/,https://twitter.com/SFVSun/,https://www.instagram.com/sanfernandosun_elsol/,,Newspaper,"News, Arts and Culture, Entertainment, Commentary",Weekly,Local independent media,,1904,,,,,"10,000 - 19,999","Advertising, Subscriptions/Sales of print product, Private funding",6-10
April 2019,La Prensa de Los Ángeles,Spanish,http://laprensadelosangeles.com/,California,Los Angeles,,,,,,Web-only,,,,,,,,,,,,
April 2019,KCNS Estrella TV 38.4,Spanish,,California,Bakersfield,5801 Truxtun Ave.,,,,,TV,,,,Liberman,,,,,,,,
April 2019,KGMC Estrella TV 43.1,Spanish,http://www.cocolatv.com/,California,Fresno,706 W. Herndon Ave.,,,,,TV,,,,Cocola Broadcasting ,,,,,,,,
April 2019,Día a Día,Spanish/English,http://diaadianews.com/,California,Los Angeles,3325 Wilshire Blvd. 768 ,https://www.facebook.com/diaadianews1/,https://twitter.com/DiaADiaNews1,https://www.instagram.com/diaadianews1/,,Newspaper,,,,Grupo Karema,,,,,,,,
April 2019,La Prensa Colombiana,Spanish,http://laprensacolombiana.com/?fbclid=IwAR2oMNVx5iX56WYpPq4HViTLlk9zgWwePcVTeF0PoLZA4TG13lq4oVJd_9A,California,Riverside,3641 Meadowview Dr,https://www.facebook.com/laprensacolombiana/,,https://www.instagram.com/laprensacolombiana/,,Newspaper,,,,La Prensa Colombiana Corp. ,,,,,,,,
April 2019,Miniondas,Spanish,http://miniondas.com/,California,Santa Ana,"2321 East Fouth St., Suite C671",https://www.facebook.com/miniondas,https://twitter.com/Miniondas,https://www.instagram.com/miniondas/,,Magazine,,,,Cervantes Publishing Company,,,,,,,,
April 2019,Impulso ,Spanish,http://www.impulsonews.info/,California,Los Angeles,6645 Southside Dr.,https://www.facebook.com/Impulso-de-Oaxaca-147828161909342/,https://twitter.com/impulsooaxaca?lang=en,,,Newspaper,"News, Arts and Culture, Entertainment, Sports, Commentary",Bi-weekly,Local independent media,,2004,,,,,,Advertising,6-10
April 2019,Latino LA,Spanish,http://www.latinola.com/,California,Los Angeles,4260 Via Arbolada 307,https://www.facebook.com/latinoladotcom/,https://twitter.com/LatinoLA,,,Web-only,,,,"Latinocities, Inc.",,,,,,,,
April 2019,L.A. Taco,English,https://www.lataco.com/,California,Los Angeles,,https://www.facebook.com/losangelestaco/,https://twitter.com/LATACO?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/lataco/,,Web-only,,,,,,,,,,,,
April 2019,Voices of Monterey Bay,Spanish/English,https://voicesofmontereybay.org/,California,Salinas,PO Box 547,https://www.facebook.com/VoicesOfMontereyBay/,https://twitter.com/voicesofbay,https://www.instagram.com/voicesofmontereybay/,,Web-only,News,Weekly,Non-profit,,2017,,,"2,300",,"2,500.00","Individual donors, foundations",1-5
April 2019,Pocho,English,http://pocho.com/,California,,,https://www.facebook.com/pochodotcom/,https://twitter.com/pochodotcom,https://www.instagram.com/pochodotcom/,https://www.youtube.com/channel/UCe3q1EqX3o3DQGvGhXu_G2w?sub_confirmation=1,Web-only,,,,,,,,,,,,
April 2019,ESPN Deportes 1600 AM,Spanish,https://www.espn1600am.com/,California,Fresno,1110 E Olive Ave.,https://www.facebook.com/1600espndeportes/,https://twitter.com/1600ESPN,https://www.instagram.com/espn1600/,,Radio,,,,,,,,,,,,
April 2019,El Tianguis,Spanish,http://etianguis.com/index.html,California,Salinas,"229 Pajaro St., Suite 302",,,,,Magazine,Entertainment,Bi-weekly,Local independent media ,José Gómez,2002,,,,70,"10,000 - 19,999.",Advertising,1-5
April 2019,La Prensa Popular,Spanish,http://www.laprensapopular.com/,California,Palmdale,"943 E Palmdale Blvd., Suite A",,,,,Newspaper,,,,,,,,,,,,
April 2019,Crónicas Newspaper,Spanish,https://cronicasnews.com/,California,Rutherford,PO Box 455,https://www.facebook.com/cronicasnewspaper/,https://twitter.com/cronicasnews,,,Web,,Daily,,Grupo Pro Y,2006,,,,,,,1-5
April 2019,Hoy Los Angeles,Spanish,https://www.hoylosangeles.com/,California,Los Angeles,202 West First St. 2nd Floor,https://www.facebook.com/hoylosangeles,https://twitter.com/hoylosangeles,https://www.instagram.com/hoylosangeles/,,Newspaper,,Weekly,Local affiliate or subsidiary of a national corporation,,,,,,,"150,000",,
April 2019,Los Angeles Times en español,Spanish,https://www.latimes.com/espanol/,California,Los Angeles,203 West First St. 2nd Floor,https://www.facebook.com/latimesenespanol/,https://twitter.com/latimesespanol,https://www.instagram.com/latimesespanol/,,Newspaper,,Weekly,Local affiliate or subsidiary of a national corporation,,,,,,,"814,000",,
